HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5208.19.40.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.19.40.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5208.19.60","4","Of numbers 43 to 68","","9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","21.7%","",""
"5208.19.60.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.19.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5208.19.80","4","Of number 69 or higher number","","10.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","32.5%","",""
"5208.19.80.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.19.80.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Bleached:","","","","","",""
"5208.21","2","Plain weave, weighing not more than <il>100 g/m²:</il>","","","","","",""
"5208.21.20","3","Of number 42 or lower number","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19.9%","",""
"5208.21.20.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.21.20.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.21.20.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.21.40","3","Of numbers 43 to 68","","10.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.7%","",""
"5208.21.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.21.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.21.40.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5208.21.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.21.60","3","Of number 69 or higher number","","11.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35.5%","",""
"5208.21.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.21.60.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.22","2","Plain weave, weighing more than 100 g/m²:","","","","","",""
"5208.22.40","3","Of number 42 or lower number","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19.9%","",""
"5208.22.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.22.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.22.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.22.60","3","Of numbers 43 to 68","","8.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.7%","",""
"5208.22.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.22.60.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.22.60.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5208.22.60.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.22.80","3","Of number 69 or higher number","","11.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35.5%","",""
"5208.22.80.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.22.80.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.23.00.00","2","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","9.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","21.7%","",""
"5208.29","2","Other fabrics:","","","","","",""
"5208.29.20","3","Satin weave or twill weave","","7.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","21.7%","",""
"5208.29.20.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5208.29.20.90","4","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5208.29.40","4","Of number 42 or lower number","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM, P,PA,PE,S,SG)","19.9%","",""
"5208.29.40.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.29.40.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5208.29.60","4","Of numbers 43 to 68","","10.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","24.7%","",""
